code_quartier_prioritaire,code_academie,nbre_eleves_ulis,effectifs_filles,effectifs_garcons
069025,10,19,42,51
069025,10,22,42,51
069025,10,18,42,51
069025,10,21,42,51
069023,10,0,63,61
069023,10,7,63,61
069023,10,0,63,61
069023,10,0,63,61
039002,3,19,73,77
039002,3,13,73,77
039002,3,19,73,77
039002,3,17,73,77
090001,3,13,32,34
090001,3,12,32,34
090001,3,12,32,34
090001,3,12,32,34
035007,14,0,70,57
035007,14,0,70,57
035007,14,0,70,57
035007,14,0,70,57
056002,14,12,77,82
056002,14,0,77,82
056002,14,7,77,82
056002,14,10,77,82
056005,14,12,56,32
056005,14,12,56,32
056005,14,12,56,32
056005,14,12,56,32
037012,18,12,51,67
037012,18,12,51,67
037012,18,11,51,67
037012,18,10,51,67
088003,12,12,98,76
088003,12,13,98,76
088003,12,12,98,76
088003,12,11,98,76
010001,19,8,57,85
010001,19,6,57,85
010001,19,10,57,85
010001,19,9,57,85
051008,19,11,48,49
051008,19,12,48,49
051008,19,12,48,49
051008,19,11,48,49
973006,33,26,98,112
973006,33,39,98,112
973006,33,34,98,112
973006,33,32,98,112
002012,20,19,53,45
002012,20,27,53,45
002012,20,26,53,45
002012,20,21,53,45
060015,20,13,96,84
060015,20,14,96,84
060015,20,13,96,84
060015,20,13,96,84
059056,9,0,31,32
059056,9,0,31,32
059056,9,0,31,32
059056,9,0,31,32
059043,9,0,111,123
059043,9,0,111,123
059043,9,0,111,123
059043,9,0,111,123
059079,9,0,14,18
059079,9,0,14,18
059079,9,0,14,18
059079,9,0,14,18
059018,9,12,28,48
059018,9,11,28,48
059018,9,13,28,48
059018,9,12,28,48
059029,9,14,47,55
059029,9,11,47,55
059029,9,10,47,55
059029,9,11,47,55
062003,9,6,75,53
062003,9,11,75,53
062003,9,0,75,53
062003,9,11,75,53
094041,24,0,81,101
094041,24,0,81,101
094041,24,0,81,101
094041,24,0,81,101
075018,1,0,63,50
075018,1,0,63,50
075018,1,0,63,50
075018,1,0,63,50
091035,25,0,121,94
091035,25,0,121,94
091035,25,0,121,94
091035,25,0,121,94
091035,25,12,68,72
091035,25,10,68,72
091035,25,11,68,72
091035,25,8,68,72
091031,25,0,108,87
091031,25,0,108,87
091031,25,0,108,87
091031,25,0,108,87
095002,25,12,54,61
095002,25,11,54,61
095002,25,12,54,61
095002,25,13,54,61
095010,25,13,97,87
095010,25,12,97,87
095010,25,12,97,87
095010,25,12,97,87
095010,25,13,102,103
095010,25,12,102,103
095010,25,10,102,103
095010,25,10,102,103
095014,25,13,67,82
095014,25,11,67,82
095014,25,13,67,82
095014,25,13,67,82
095018,25,0,63,58
095018,25,0,63,58
095018,25,0,63,58
095018,25,0,63,58
078004,25,13,63,73
078004,25,13,63,73
078004,25,12,63,73
078004,25,13,63,73
972004,31,32,51,54
972004,31,26,51,54
972004,31,20,51,54
972004,31,12,51,54
027002,70,0,81,65
027002,70,0,81,65
027002,70,0,81,65
027002,70,0,81,65
076003,70,13,50,58
076003,70,10,50,58
076003,70,15,50,58
076003,70,12,50,58
076024,70,12,41,56
076024,70,0,41,56
076024,70,0,41,56
076024,70,10,41,56
076024,70,0,49,51
076024,70,12,49,51
076024,70,12,49,51
076024,70,14,49,51
076026,70,3,46,53
076026,70,0,46,53
076026,70,13,46,53
076026,70,12,46,53
024002,4,13,51,67
024002,4,14,51,67
024002,4,13,51,67
024002,4,10,51,67
024001,4,12,73,73
024001,4,12,73,73
024001,4,14,73,73
024001,4,12,73,73
033015,4,15,71,90
033015,4,16,71,90
033015,4,15,71,90
033015,4,15,71,90
033002,4,0,69,46
033002,4,0,69,46
033002,4,0,69,46
033002,4,0,69,46
087001,22,12,88,95
087001,22,12,88,95
087001,22,12,88,95
087001,22,12,88,95
016004,13,0,77,86
016004,13,0,77,86
016004,13,0,77,86
016004,13,11,77,86
011004,11,27,80,60
011004,11,29,80,60
011004,11,30,80,60
011004,11,29,80,60
011008,11,29,90,84
011008,11,29,90,84
011008,11,29,90,84
011008,11,29,90,84
011008,11,0,73,92
011008,11,0,73,92
011008,11,0,73,92
011008,11,0,73,92
030002,11,0,77,66
030002,11,0,77,66
030002,11,0,77,66
030002,11,0,77,66
030010,11,25,83,63
030010,11,24,83,63
030010,11,24,83,63
030010,11,24,83,63
030004,11,12,51,57
030004,11,12,51,57
030004,11,12,51,57
030004,11,14,51,57
034009,11,14,44,73
034009,11,13,44,73
034009,11,15,44,73
034009,11,13,44,73
031001,16,0,103,109
031001,16,0,103,109
031001,16,0,103,109
031001,16,0,103,109
044010,17,0,52,47
044010,17,0,52,47
044010,17,0,52,47
044010,17,0,52,47
044017,17,0,86,68
044017,17,0,86,68
044017,17,0,86,68
044017,17,0,86,68
044003,17,12,73,90
044003,17,10,73,90
044003,17,12,73,90
044003,17,13,73,90
072006,17,11,66,84
072006,17,7,66,84
072006,17,10,66,84
072006,17,10,66,84
004001,2,0,52,42
004001,2,9,52,42
004001,2,0,52,42
004001,2,0,52,42
013027,2,0,79,81
013027,2,0,79,81
013027,2,0,79,81
013027,2,0,79,81
084021,2,13,81,102
084021,2,13,81,102
084021,2,15,81,102
084021,2,13,81,102
083021,23,0,86,93
083021,23,0,86,93
083021,23,0,86,93
083021,23,0,86,93
001002,10,0,69,65
001002,10,12,69,65
001002,10,9,69,65
001002,10,0,69,65
042019,10,13,96,70
042019,10,13,96,70
042019,10,12,96,70
042019,10,13,96,70
069009,10,13,86,93
069009,10,12,86,93
069009,10,13,86,93
069009,10,13,86,93
069023,10,0,49,45
069023,10,7,49,45
069023,10,0,49,45
069023,10,0,49,45
027009,70,11,64,59
027009,70,11,64,59
027009,70,13,64,59
027009,70,10,64,59
061007,70,12,46,35
061007,70,8,46,35
061007,70,13,46,35
061007,70,6,46,35
061002,70,12,68,60
061002,70,13,68,60
061002,70,13,68,60
061002,70,15,68,60
076027,70,0,72,80
076027,70,0,72,80
076027,70,0,72,80
076027,70,0,72,80
076024,70,12,39,53
076024,70,0,39,53
076024,70,0,39,53
076024,70,10,39,53
087001,22,12,74,108
087001,22,12,74,108
087001,22,12,74,108
087001,22,12,74,108
087008,22,13,64,51
087008,22,12,64,51
087008,22,12,64,51
087008,22,11,64,51
017004,13,11,47,55
017004,13,0,47,55
017004,13,0,47,55
017004,13,0,47,55
011008,11,29,91,99
011008,11,29,91,99
011008,11,29,91,99
011008,11,29,91,99
011008,11,0,76,87
011008,11,0,76,87
011008,11,0,76,87
011008,11,0,76,87
030010,11,11,104,92
030010,11,12,104,92
030010,11,12,104,92
030010,11,12,104,92
030010,11,25,72,79
030010,11,24,72,79
030010,11,24,72,79
030010,11,24,72,79
030004,11,12,49,63
030004,11,12,49,63
030004,11,12,49,63
030004,11,14,49,63
030014,11,12,57,49
030014,11,12,57,49
030014,11,12,57,49
030014,11,12,57,49
012002,16,24,62,79
012002,16,24,62,79
012002,16,23,62,79
012002,16,23,62,79
031003,16,17,54,66
031003,16,14,54,66
031003,16,13,54,66
031003,16,9,54,66
031008,16,18,49,50
031008,16,15,49,50
031008,16,11,49,50
031008,16,16,49,50
044017,17,0,96,88
044017,17,0,96,88
044017,17,0,96,88
044017,17,0,96,88
013036,2,14,69,59
013036,2,15,69,59
013036,2,14,69,59
013036,2,15,69,59
084016,2,10,88,81
084016,2,7,88,81
084016,2,12,88,81
084016,2,5,88,81
006012,23,0,81,67
006012,23,13,81,67
006012,23,12,81,67
006012,23,0,81,67
038009,8,14,64,80
038009,8,0,64,80
038009,8,11,64,80
038009,8,0,64,80
001003,10,12,79,99
001003,10,8,79,99
001003,10,0,79,99
001003,10,0,79,99
069001,10,13,117,124
069001,10,13,117,124
069001,10,13,117,124
069001,10,13,117,124
054001,12,0,62,72
054001,12,0,62,72
054001,12,0,62,72
054001,12,0,62,72
067007,15,0,91,99
067007,15,13,91,99
067007,15,15,91,99
067007,15,1,91,99
067018,15,13,61,90
067018,15,14,61,90
067018,15,13,61,90
067018,15,13,61,90
060012,20,13,51,58
060012,20,13,51,58
060012,20,13,51,58
060012,20,13,51,58
059043,9,0,91,146
059043,9,0,91,146
059043,9,0,91,146
059043,9,0,91,146
059029,9,14,43,53
059029,9,11,43,53
059029,9,10,43,53
059029,9,11,43,53
062047,9,0,61,70
062047,9,0,61,70
062047,9,0,61,70
062047,9,0,61,70
062050,9,12,57,41
062050,9,12,57,41
062050,9,11,57,41
062050,9,13,57,41
093062,24,0,98,96
093062,24,0,98,96
093062,24,0,98,96
093062,24,0,98,96
094002,24,14,97,105
094002,24,0,97,105
094002,24,12,97,105
094002,24,0,97,105
094006,24,0,68,73
094006,24,0,68,73
094006,24,0,68,73
094006,24,0,68,73
091021,25,0,79,99
091021,25,0,79,99
091021,25,0,79,99
091021,25,0,79,99
091035,25,0,101,87
091035,25,0,101,87
091035,25,0,101,87
091035,25,0,101,87
092001,25,12,76,86
092001,25,11,76,86
092001,25,12,76,86
092001,25,12,76,86
095018,25,0,68,64
095018,25,0,68,64
095018,25,0,68,64
095018,25,0,68,64
974007,28,11,109,113
974007,28,12,109,113
974007,28,12,109,113
974007,28,12,109,113
050002,70,12,52,50
050002,70,13,52,50
050002,70,14,52,50
050002,70,14,52,50
061005,70,11,53,50
061005,70,10,53,50
061005,70,12,53,50
061005,70,11,53,50
076013,70,0,49,66
076013,70,0,49,66
076013,70,0,49,66
076013,70,0,49,66
076021,70,0,58,50
076021,70,0,58,50
076021,70,0,58,50
076021,70,0,58,50
076026,70,3,53,53
076026,70,0,53,53
076026,70,13,53,53
076026,70,12,53,53
024004,4,11,28,37
024004,4,12,28,37
024004,4,14,28,37
024004,4,11,28,37
087001,22,12,90,91
087001,22,12,90,91
087001,22,12,90,91
087001,22,12,90,91
017003,13,13,115,101
017003,13,14,115,101
017003,13,12,115,101
017003,13,12,115,101
011004,11,0,93,108
011004,11,0,93,108
011004,11,0,93,108
011004,11,0,93,108
011004,11,27,67,69
011004,11,29,67,69
011004,11,30,67,69
011004,11,29,67,69
011006,11,16,104,110
011006,11,26,104,110
011006,11,22,104,110
011006,11,27,104,110
030002,11,0,56,79
030002,11,0,56,79
030002,11,0,56,79
030002,11,0,56,79
030010,11,0,90,61
030010,11,12,90,61
030010,11,0,90,61
030010,11,0,90,61
034016,11,9,101,92
034016,11,12,101,92
034016,11,13,101,92
034016,11,5,101,92
034009,11,14,55,89
034009,11,13,55,89
034009,11,15,55,89
034009,11,13,55,89
066001,11,12,122,151
066001,11,15,122,151
066001,11,15,122,151
066001,11,13,122,151
009003,16,12,59,60
009003,16,13,59,60
009003,16,11,59,60
009003,16,13,59,60
012002,16,24,70,80
012002,16,24,70,80
012002,16,23,70,80
012002,16,23,70,80
046001,16,10,72,85
046001,16,10,72,85
046001,16,11,72,85
046001,16,11,72,85
072006,17,11,64,64
072006,17,7,64,64
072006,17,10,64,64
072006,17,10,64,64
013006,2,11,123,145
013006,2,8,123,145
013006,2,13,123,145
013006,2,14,123,145
013033,2,13,46,60
013033,2,13,46,60
013033,2,15,46,60
013033,2,14,46,60
084017,2,12,120,123
084017,2,16,120,123
084017,2,9,120,123
084017,2,15,120,123
083019,23,13,103,116
083019,23,12,103,116
083019,23,11,103,116
083019,23,14,103,116
007001,8,0,74,83
007001,8,7,74,83
007001,8,12,74,83
007001,8,13,74,83
038010,8,0,45,54
038010,8,0,45,54
038010,8,0,45,54
038010,8,0,45,54
001007,10,17,99,95
001007,10,13,99,95
001007,10,15,99,95
001007,10,12,99,95
042005,10,13,80,87
042005,10,13,80,87
042005,10,13,80,87
042005,10,13,80,87
089004,7,12,36,49
089004,7,10,36,49
089004,7,12,36,49
089004,7,0,36,49
056003,14,0,47,46
056003,14,0,47,46
056003,14,0,47,46
056003,14,0,47,46
056009,14,0,64,62
056009,14,0,64,62
056009,14,0,64,62
056009,14,0,64,62
036001,18,10,57,60
036001,18,8,57,60
036001,18,12,57,60
036001,18,10,57,60
054004,12,9,53,55
054004,12,11,53,55
054004,12,8,53,55
054004,12,10,53,55
971013,32,18,39,46
971013,32,28,39,46
971013,32,10,39,46
971013,32,29,39,46
973025,33,37,70,89
973025,33,30,70,89
973025,33,23,70,89
973025,33,13,70,89
060015,20,13,66,85
060015,20,14,66,85
060015,20,13,66,85
060015,20,13,66,85
060012,20,13,54,61
060012,20,13,54,61
060012,20,13,54,61
060012,20,13,54,61
059041,9,0,79,102
059041,9,0,79,102
059041,9,0,79,102
059041,9,0,79,102
059079,9,0,21,22
059079,9,0,21,22
059079,9,0,21,22
059079,9,0,21,22
059029,9,14,48,48
059029,9,11,48,48
059029,9,10,48,48
059029,9,11,48,48
062047,9,0,53,80
062047,9,0,53,80
062047,9,0,53,80
062047,9,0,53,80
062003,9,6,62,62
062003,9,11,62,62
062003,9,0,62,62
062003,9,11,62,62
077004,24,13,72,75
077004,24,13,72,75
077004,24,13,72,75
077004,24,13,72,75
077006,24,13,65,74
077006,24,13,65,74
077006,24,13,65,74
077006,24,12,65,74
093017,24,13,82,67
093017,24,14,82,67
093017,24,14,82,67
093017,24,14,82,67
091007,25,0,52,86
091007,25,0,52,86
091007,25,0,52,86
091007,25,0,52,86
092001,25,12,78,80
092001,25,11,78,80
092001,25,12,78,80
092001,25,12,78,80
095010,25,13,91,103
095010,25,12,91,103
095010,25,12,91,103
095010,25,12,91,103
095001,25,20,70,83
095001,25,20,70,83
095001,25,20,70,83
095001,25,20,70,83
095013,25,12,40,49
095013,25,12,40,49
095013,25,15,40,49
095013,25,0,40,49
095030,25,12,73,67
095030,25,12,73,67
095030,25,12,73,67
095030,25,12,73,67
095037,25,16,76,83
095037,25,14,76,83
095037,25,15,76,83
095037,25,17,76,83
974015,28,15,68,61
974015,28,9,68,61
974015,28,13,68,61
974015,28,10,68,61
972007,31,18,33,44
972007,31,17,33,44
972007,31,21,33,44
972007,31,18,33,44
076013,70,0,77,79
076013,70,0,77,79
076013,70,0,77,79
076013,70,0,77,79
076008,70,0,42,44
076008,70,0,42,44
076008,70,0,42,44
076008,70,0,42,44
024002,4,13,68,73
024002,4,14,68,73
024002,4,13,68,73
024002,4,10,68,73
033002,4,0,86,68
033002,4,0,86,68
033002,4,0,86,68
033002,4,0,86,68
016004,13,0,72,79
016004,13,0,72,79
016004,13,0,72,79
016004,13,11,72,79
079003,13,13,62,79
079003,13,22,62,79
079003,13,28,62,79
079003,13,24,62,79
079004,13,14,60,54
079004,13,15,60,54
079004,13,13,60,54
079004,13,14,60,54
011004,11,0,48,43
011004,11,0,48,43
011004,11,0,48,43
011004,11,0,48,43
011008,11,29,64,95
011008,11,29,64,95
011008,11,29,64,95
011008,11,29,64,95
011008,11,0,89,66
011008,11,0,89,66
011008,11,0,89,66
011008,11,0,89,66
030002,11,0,65,55
030002,11,0,65,55
030002,11,0,65,55
030002,11,0,65,55
030010,11,25,90,76
030010,11,24,90,76
030010,11,24,90,76
030010,11,24,90,76
031003,16,17,56,73
031003,16,14,56,73
031003,16,13,56,73
031003,16,9,56,73
031003,16,12,54,54
031003,16,17,54,54
031003,16,15,54,54
031003,16,13,54,54
046001,16,10,82,62
046001,16,10,82,62
046001,16,11,82,62
046001,16,11,82,62
072006,17,11,60,54
072006,17,7,60,54
072006,17,10,60,54
072006,17,10,60,54
084013,2,13,93,85
084013,2,11,93,85
084013,2,11,93,85
084013,2,11,93,85
038014,8,14,66,68
038014,8,14,66,68
038014,8,15,66,68
038014,8,13,66,68
001002,10,0,80,62
001002,10,12,80,62
001002,10,9,80,62
001002,10,0,80,62
090001,3,13,36,30
090001,3,12,36,30
090001,3,12,36,30
090001,3,12,36,30
071007,7,0,52,65
071007,7,0,52,65
071007,7,0,52,65
071007,7,0,52,65
036001,18,10,53,47
036001,18,8,53,47
036001,18,12,53,47
036001,18,10,53,47
037007,18,0,58,39
037007,18,0,58,39
037007,18,0,58,39
037007,18,0,58,39
057013,12,24,81,85
057013,12,25,81,85
057013,12,27,81,85
057013,12,27,81,85
010001,19,8,58,64
010001,19,6,58,64
010001,19,10,58,64
010001,19,9,58,64
051002,19,12,73,68
051002,19,12,73,68
051002,19,11,73,68
051002,19,13,73,68
060014,20,22,104,75
060014,20,13,104,75
060014,20,24,104,75
060014,20,19,104,75
059044,9,0,33,49
059044,9,0,33,49
059044,9,0,33,49
059044,9,0,33,49
059043,9,0,117,118
059043,9,0,117,118
059043,9,0,117,118
059043,9,0,117,118
059029,9,14,48,55
059029,9,11,48,55
059029,9,10,48,55
059029,9,11,48,55
062003,9,6,65,70
062003,9,11,65,70
062003,9,0,65,70
062003,9,11,65,70
077024,24,13,71,68
077024,24,13,71,68
077024,24,13,71,68
077024,24,13,71,68
093056,24,14,77,84
093056,24,14,77,84
093056,24,14,77,84
093056,24,16,77,84
093027,24,0,66,100
093027,24,0,66,100
093027,24,0,66,100
093027,24,0,66,100
092014,1,11,50,52
092014,1,11,50,52
092014,1,12,50,52
092014,1,12,50,52
091035,25,12,73,87
091035,25,10,73,87
091035,25,11,73,87
091035,25,8,73,87
092001,25,12,65,60
092001,25,11,65,60
092001,25,12,65,60
092001,25,12,65,60
095041,25,0,57,59
095041,25,0,57,59
095041,25,0,57,59
095041,25,0,57,59
078004,25,13,49,61
078004,25,13,49,61
078004,25,12,49,61
078004,25,13,49,61
078003,25,11,76,74
078003,25,12,76,74
078003,25,11,76,74
078003,25,11,76,74
972004,31,0,49,59
972004,31,0,49,59
972004,31,0,49,59
972004,31,0,49,59
972007,31,18,25,28
972007,31,17,25,28
972007,31,21,25,28
972007,31,18,25,28
025006,3,20,73,74
025006,3,22,73,74
025006,3,22,73,74
025006,3,21,73,74
035006,14,11,54,46
035006,14,14,54,46
035006,14,12,54,46
035006,14,13,54,46
028004,18,13,75,68
028004,18,12,75,68
028004,18,11,75,68
028004,18,12,75,68
036001,18,10,65,75
036001,18,8,65,75
036001,18,12,65,75
036001,18,10,65,75
045006,18,0,61,83
045006,18,0,61,83
045006,18,0,61,83
045006,18,0,61,83
057017,12,28,65,52
057017,12,23,65,52
057017,12,25,65,52
057017,12,22,65,52
057014,12,12,36,43
057014,12,0,36,43
057014,12,11,36,43
057014,12,12,36,43
057013,12,24,93,86
057013,12,25,93,86
057013,12,27,93,86
057013,12,27,93,86
008004,19,10,34,34
008004,19,0,34,34
008004,19,10,34,34
008004,19,0,34,34
059069,9,0,83,86
059069,9,0,83,86
059069,9,0,83,86
059069,9,0,83,86
059046,9,8,61,67
059046,9,11,61,67
059046,9,12,61,67
059046,9,15,61,67
059026,9,0,43,45
059026,9,0,43,45
059026,9,0,43,45
059026,9,0,43,45
059054,9,0,76,65
059054,9,0,76,65
059054,9,5,76,65
059054,9,0,76,65
062060,9,7,62,73
062060,9,6,62,73
062060,9,7,62,73
062060,9,7,62,73
062064,9,18,82,107
062064,9,18,82,107
062064,9,16,82,107
062064,9,19,82,107
093027,24,0,95,133
093027,24,0,95,133
093027,24,0,95,133
093027,24,0,95,133
094007,24,16,48,66
094007,24,16,48,66
094007,24,16,48,66
094007,24,15,48,66
075005,1,10,58,63
075005,1,10,58,63
075005,1,11,58,63
075005,1,10,58,63
092014,1,11,59,65
092014,1,11,59,65
092014,1,12,59,65
092014,1,12,59,65
091013,25,0,106,95
091013,25,0,106,95
091013,25,0,106,95
091013,25,0,106,95
091007,25,0,52,88
091007,25,0,52,88
091007,25,0,52,88
091007,25,0,52,88
092021,25,12,71,78
092021,25,7,71,78
092021,25,0,71,78
092021,25,0,71,78
095041,25,0,58,45
095041,25,0,58,45
095041,25,0,58,45
095041,25,0,58,45
095019,25,0,45,59
095019,25,0,45,59
095019,25,0,45,59
095019,25,0,45,59
078003,25,11,64,88
078003,25,12,64,88
078003,25,11,64,88
078003,25,11,64,88
974015,28,15,65,83
974015,28,9,65,83
974015,28,13,65,83
974015,28,10,65,83
974007,28,11,110,129
974007,28,12,110,129
974007,28,12,110,129
974007,28,12,110,129
972007,31,17,33,39
972007,31,18,33,39
972007,31,18,33,39
972007,31,17,33,39
972007,31,18,29,38
972007,31,17,29,38
972007,31,21,29,38
972007,31,18,29,38
050001,70,0,45,31
050001,70,11,45,31
050001,70,14,45,31
050001,70,13,45,31
050002,70,12,56,33
050002,70,13,56,33
050002,70,14,56,33
050002,70,14,56,33
061007,70,12,32,45
061007,70,8,32,45
061007,70,13,32,45
061007,70,6,32,45
027005,70,12,71,75
027005,70,13,71,75
027005,70,12,71,75
027005,70,13,71,75
076013,70,0,70,71
076013,70,0,70,71
076013,70,0,70,71
076013,70,0,70,71
024004,4,11,49,47
024004,4,12,49,47
024004,4,14,49,47
024004,4,11,49,47
047006,4,12,94,105
047006,4,12,94,105
047006,4,11,94,105
047006,4,12,94,105
087003,22,12,66,48
087003,22,10,66,48
087003,22,12,66,48
087003,22,10,66,48
087007,22,0,88,106
087007,22,0,88,106
087007,22,0,88,106
087007,22,0,88,106
079004,13,14,63,74
079004,13,15,63,74
079004,13,13,63,74
079004,13,14,63,74
011010,11,22,101,100
011010,11,23,101,100
011010,11,27,101,100
011010,11,22,101,100
011008,11,0,50,65
011008,11,0,50,65
011008,11,0,50,65
011008,11,0,50,65
030010,11,11,106,99
030010,11,12,106,99
030010,11,12,106,99
030010,11,12,106,99
031008,16,18,39,40
031008,16,15,39,40
031008,16,11,39,40
031008,16,16,39,40
046001,16,10,75,89
046001,16,10,75,89
046001,16,11,75,89
046001,16,11,75,89
044019,17,10,54,58
044019,17,10,54,58
044019,17,9,54,58
044019,17,9,54,58
053001,17,21,61,61
053001,17,25,61,61
053001,17,22,61,61
053001,17,26,61,61
013033,2,13,36,39
013033,2,13,36,39
013033,2,15,36,39
013033,2,14,36,39
005001,2,14,83,87
005001,2,12,83,87
005001,2,12,83,87
005001,2,15,83,87
083012,23,22,72,73
083012,23,23,72,73
083012,23,20,72,73
083012,23,21,72,73
026011,8,0,55,55
026011,8,0,55,55
026011,8,0,55,55
026011,8,0,55,55
038009,8,14,66,68
038009,8,0,66,68
038009,8,11,66,68
038009,8,0,66,68
001003,10,12,61,86
001003,10,8,61,86
001003,10,0,61,86
001003,10,0,61,86
069025,10,19,53,56
069025,10,22,53,56
069025,10,18,53,56
069025,10,21,53,56
070004,3,12,76,99
070004,3,8,76,99
070004,3,11,76,99
070004,3,10,76,99
039002,3,19,82,77
039002,3,13,82,77
039002,3,19,82,77
039002,3,17,82,77
090001,3,0,55,69
090001,3,12,55,69
090001,3,11,55,69
090001,3,0,55,69
026012,8,0,56,60
026012,8,0,56,60
026012,8,0,56,60
026012,8,0,56,60
038010,8,0,55,35
038010,8,0,55,35
038010,8,0,55,35
038010,8,0,55,35
069040,10,12,79,101
069040,10,12,79,101
069040,10,13,79,101
069040,10,13,79,101
062050,9,12,50,41
062050,9,12,50,41
062050,9,11,50,41
062050,9,13,50,41
062053,9,0,71,75
062053,9,0,71,75
062053,9,0,71,75
062053,9,0,71,75
093062,24,0,92,100
093062,24,0,92,100
093062,24,0,92,100
093062,24,0,92,100
094002,24,14,93,112
094002,24,0,93,112
094002,24,12,93,112
094002,24,0,93,112
094042,24,6,62,68
094042,24,0,62,68
094042,24,11,62,68
094042,24,1,62,68
094020,24,14,43,55
094020,24,12,43,55
094020,24,13,43,55
094020,24,15,43,55
075005,1,10,54,52
075005,1,10,54,52
075005,1,11,54,52
075005,1,10,54,52
091021,25,0,86,98
091021,25,0,86,98
091021,25,0,86,98
091021,25,0,86,98
091014,25,0,100,92
091014,25,0,100,92
091014,25,0,100,92
091014,25,0,100,92
095030,25,13,58,82
095030,25,13,58,82
095030,25,13,58,82
095030,25,12,58,82
078003,25,11,82,91
078003,25,12,82,91
078003,25,11,82,91
078003,25,11,82,91
972005,31,38,48,45
972005,31,28,48,45
972005,31,36,48,45
972005,31,35,48,45
972007,31,17,22,34
972007,31,18,22,34
972007,31,18,22,34
972007,31,17,22,34
076016,70,0,40,45
076016,70,0,40,45
076016,70,0,40,45
076016,70,0,40,45
076021,70,0,50,44
076021,70,0,50,44
076021,70,0,50,44
076021,70,0,50,44
040005,4,13,66,69
040005,4,13,66,69
040005,4,10,66,69
040005,4,13,66,69
011004,11,0,82,88
011004,11,0,82,88
011004,11,0,82,88
011004,11,0,82,88
030004,11,12,56,59
030004,11,12,56,59
030004,11,12,56,59
030004,11,14,56,59
030014,11,12,51,46
030014,11,12,51,46
030014,11,12,51,46
030014,11,12,51,46
034009,11,14,70,56
034009,11,13,70,56
034009,11,15,70,56
034009,11,13,70,56
009003,16,12,67,69
009003,16,13,67,69
009003,16,11,67,69
009003,16,13,67,69
049012,17,23,55,81
049012,17,24,55,81
049012,17,24,55,81
049012,17,24,55,81
084016,2,10,105,95
084016,2,7,105,95
084016,2,12,105,95
084016,2,5,105,95
083019,23,13,110,118
083019,23,12,110,118
083019,23,11,110,118
083019,23,14,110,118
007001,8,0,65,68
007001,8,7,65,68
007001,8,12,65,68
007001,8,13,65,68
026012,8,0,55,58
026012,8,0,55,58
026012,8,0,55,58
026012,8,0,55,58
069009,10,13,93,107
069009,10,12,93,107
069009,10,13,93,107
069009,10,13,93,107
025006,3,20,59,66
025006,3,22,59,66
025006,3,22,59,66
025006,3,21,59,66
090001,3,0,65,58
090001,3,12,65,58
090001,3,11,65,58
090001,3,0,65,58
089004,7,12,36,44
089004,7,10,36,44
089004,7,12,36,44
089004,7,0,36,44
056005,14,12,33,31
056005,14,12,33,31
056005,14,12,33,31
056005,14,12,33,31
036003,18,0,42,44
036003,18,0,42,44
036003,18,0,42,44
036003,18,0,42,44
088003,12,12,84,101
088003,12,13,84,101
088003,12,12,84,101
088003,12,11,84,101
008008,19,10,41,41
008008,19,10,41,41
008008,19,10,41,41
008008,19,9,41,41
002012,20,19,45,52
002012,20,27,45,52
002012,20,26,45,52
002012,20,21,45,52
059069,9,0,80,69
059069,9,0,80,69
059069,9,0,80,69
059069,9,0,80,69
059056,9,0,36,30
059056,9,0,36,30
059056,9,0,36,30
059056,9,0,36,30
059026,9,0,42,41
059026,9,0,42,41
059026,9,0,42,41
059026,9,0,42,41
062060,9,7,66,52
062060,9,6,66,52
062060,9,7,66,52
062060,9,7,66,52
062047,9,0,48,69
062047,9,0,48,69
062047,9,0,48,69
062047,9,0,48,69
077006,24,13,76,71
077006,24,13,76,71
077006,24,13,76,71
077006,24,12,76,71
093044,24,0,78,94
093044,24,0,78,94
093044,24,0,78,94
093044,24,0,78,94
094042,24,6,57,62
094042,24,0,57,62
094042,24,11,57,62
094042,24,1,57,62
094019,24,13,36,50
094019,24,13,36,50
094019,24,13,36,50
094019,24,13,36,50
075005,1,10,45,48
075005,1,10,45,48
075005,1,11,45,48
075005,1,10,45,48
091013,25,0,109,100
091013,25,0,109,100
091013,25,0,109,100
091013,25,0,109,100
092001,25,9,65,76
092001,25,9,65,76
092001,25,8,65,76
092001,25,9,65,76
092021,25,11,71,78
092021,25,11,71,78
092021,25,10,71,78
092021,25,13,71,78
092001,25,7,61,73
092001,25,12,61,73
092001,25,11,61,73
092001,25,8,61,73
095002,25,12,53,59
095002,25,11,53,59
095002,25,12,53,59
095002,25,13,53,59
095010,25,13,102,89
095010,25,12,102,89
095010,25,10,102,89
095010,25,10,102,89
095037,25,11,57,63
095037,25,12,57,63
095037,25,13,57,63
095037,25,12,57,63
095037,25,16,87,74
095037,25,14,87,74
095037,25,15,87,74
095037,25,17,87,74
078004,25,13,64,76
078004,25,14,64,76
078004,25,14,64,76
078004,25,13,64,76
972005,31,38,44,49
972005,31,28,44,49
972005,31,36,44,49
972005,31,35,44,49
972007,31,17,27,25
972007,31,18,27,25
972007,31,18,27,25
972007,31,17,27,25
056003,14,0,56,55
056003,14,0,56,55
056003,14,0,56,55
056003,14,0,56,55
056005,14,12,44,47
056005,14,12,44,47
056005,14,12,44,47
056005,14,12,44,47
037012,18,12,62,56
037012,18,12,62,56
037012,18,11,62,56
037012,18,10,62,56
